post_timing, neighborhood, post title, number bedrooms, sqft, URL, price
2019-04-25 18:02, (SOMA / south beach),Black side table,nan,nan,https://sfbay.craigslist.org/sfc/fuo/d/san-francisco-black-side-table/6866300621.html,
2019-04-25 18:02, (SOMA / south beach),Black side table,nan,nan,https://sfbay.craigslist.org/sfc/fuo/d/san-francisco-black-side-table/6866300621.html,
2019-04-25 18:02, (san jose west),Bunk Beds with Chest and Desk,nan,nan,https://sfbay.craigslist.org/sby/fuo/d/san-jose-bunk-beds-with-chest-and-desk/6874925494.html,
2019-04-25 18:02, (SOMA / south beach),Black messenger bag,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/san-francisco-black-messenger-bag/6857711739.html,
2019-04-25 18:02, (burlingame),Japanese Samurai Warrior Helmet with display case,nan,nan,https://sfbay.craigslist.org/pen/for/d/burlingame-japanese-samurai-warrior/6871525437.html,
2019-04-25 18:02, (North Bay),Danish Modern Solid Teak Dining Table 46",nan,nan,https://sfbay.craigslist.org/eby/fuo/d/crockett-danish-modern-solid-teak/6874925439.html,
2019-04-25 18:02, (SOMA / south beach),Gym bag / duffel bag,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/san-francisco-gym-bag-duffel-bag/6857711769.html,
2019-04-25 18:02, (santa cruz),SEVERAL NICE PEDALS,nan,nan,https://sfbay.craigslist.org/scz/msg/d/several-nice-pedals/6855888197.html,
2019-04-25 18:01, (SOMA / south beach),Duffel bag / gym bag,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/san-francisco-duffel-bag-gym-bag/6857711857.html,
2019-04-25 18:01, (SOMA / south beach),Duffel bag / gym bag,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/san-francisco-duffel-bag-gym-bag/6857711857.html,
2019-04-25 18:01, (sunset / parkside),Quality  Ethan allen sofa bed,nan,nan,https://sfbay.craigslist.org/sfc/fuo/d/san-francisco-quality-ethan-allen-sofa/6872833286.html,
2019-04-25 18:01, (campbell),Blue couch,nan,nan,https://sfbay.craigslist.org/sby/fuo/d/campbell-blue-couch/6874925333.html,
2019-04-25 18:01, (SOMA / south beach),Collapsible fold down cart / dolly,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/san-francisco-collapsible-fold-down/6857711872.html,
2019-04-25 18:01, (North Bay),Mid Century Modern Cherry Vanity,nan,nan,https://sfbay.craigslist.org/eby/fuo/d/port-costa-mid-century-modern-cherry/6874925326.html,
2019-04-25 18:01, (santa cruz),PRO PUTTER'S,nan,nan,https://sfbay.craigslist.org/scz/spo/d/pro-putters/6855888548.html,
2019-04-25 18:01, (morgan hill),*~ Vintage/antique 1929 Mirror ~ 'Shaker' Style!!,nan,nan,https://sfbay.craigslist.org/sby/atq/d/morgan-hill-vintage-antique-1929-mirror/6871131675.html,
2019-04-25 18:01, (concord / pleasant hill / martinez),Dirt and base rock,nan,nan,https://sfbay.craigslist.org/eby/zip/d/concord-dirt-and-base-rock/6874925272.html,
2019-04-25 18:01, (SOMA / south beach),Pair of USB phone chargers,nan,nan,https://sfbay.craigslist.org/sfc/ele/d/san-francisco-pair-of-usb-phone-chargers/6861046109.html,
2019-04-25 18:01, (redwood city),Food Truck for Sale   Partial Trade is Okay,nan,nan,https://sfbay.craigslist.org/pen/bfs/d/redwood-city-food-truck-for-sale/6874918546.html,
2019-04-25 18:01, (redwood city),Food Truck for Sale   Partial Trade is Okay,nan,nan,https://sfbay.craigslist.org/pen/bfs/d/redwood-city-food-truck-for-sale/6874918546.html,
2019-04-25 18:01, (mountain view),New!!  Bikini set swimsuit size Small,nan,nan,https://sfbay.craigslist.org/pen/clo/d/mountain-view-new-bikini-set-swimsuit/6874925236.html,
2019-04-25 18:01, (fremont / union city / newark),Metal and Ewaste recycling,nan,nan,https://sfbay.craigslist.org/eby/wan/d/fremont-metal-and-ewaste-recycling/6874925213.html,
2019-04-25 18:01, (santa cruz),NEW JTV-59 GUITAR + DT-25 ALL TUBE AMP,nan,nan,https://sfbay.craigslist.org/scz/msg/d/santa-cruz-new-jtv-59-guitar-dt-25-all/6855919701.html,
2019-04-25 18:01, (santa cruz),NEW JTV-59 GUITAR + DT-25 ALL TUBE AMP,nan,nan,https://sfbay.craigslist.org/scz/msg/d/santa-cruz-new-jtv-59-guitar-dt-25-all/6855919701.html,
2019-04-25 18:01, (fremont / union city / newark),New hp 61 black XL and tri- color,nan,nan,https://sfbay.craigslist.org/eby/tix/d/new-hp-61-black-xl-and-tri-color/6874925132.html,
2019-04-25 18:01, (hayward / castro valley),1 1/4 Flex Gas Pipe (TracPipe),nan,nan,https://sfbay.craigslist.org/eby/mat/d/castro-valley-flex-gas-pipe-tracpipe/6874925133.html,
2019-04-25 18:01, (santa cruz),TWO / 14" WHEEL COVERS,nan,nan,https://sfbay.craigslist.org/scz/wto/d/two-14-wheel-covers/6873330831.html,
2019-04-25 18:01, (santa cruz),NEW 7'2 VERNER THRUSTER + TRAVEL BAG,nan,nan,https://sfbay.craigslist.org/scz/spo/d/santa-cruz-new-72-verner-thruster/6855920048.html,
2019-04-25 18:01, (san jose north),2011 Mazda CX-9 Touring SUV AWD 4D (Excellent Mechanical) Clean Title,nan,nan,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2011-mazda-cx-9-touring-suv/6874927287.html,
2019-04-25 18:01, (santa cruz),PROTOTYPE HOUSING,nan,nan,https://sfbay.craigslist.org/scz/mat/d/prototype-housing/6865332293.html,
2019-04-25 18:01, (santa cruz),PROTOTYPE HOUSING,nan,nan,https://sfbay.craigslist.org/scz/mat/d/prototype-housing/6865332293.html,
2019-04-25 18:01, (san jose east),2013 Eclipse Stellar WideLite Toy Hauler M-23LLG,nan,nan,https://sfbay.craigslist.org/sby/rvs/d/san-jose-2013-eclipse-stellar-widelite/6870801578.html,
2019-04-25 18:01, (santa cruz),WETSUITS,nan,nan,https://sfbay.craigslist.org/scz/spo/d/wetsuits/6855920650.html,
2019-04-25 18:01, (hayward / castro valley),Stunning display Asian glass and wood cabinet with lovely details,nan,nan,https://sfbay.craigslist.org/eby/fuo/d/hayward-stunning-display-asian-glass/6874924972.html,
2019-04-25 18:01, (San Jose),1968 Mustang,nan,nan,https://sfbay.craigslist.org/sby/cto/d/san-jose-1968-mustang/6874927162.html,
2019-04-25 18:01, (san jose south),2 Michelin Tires 225/40/18,nan,nan,https://sfbay.craigslist.org/sby/wto/d/san-jose-2-michelin-tires/6874924946.html,
2019-04-25 18:01, (fremont),Perfect match (2)two 315/35/20 Continental Contispt5 (RFT) X5 X6,nan,nan,https://sfbay.craigslist.org/eby/wto/d/perfect-match-2two-continental/6874919938.html,
2019-04-25 18:01, (fremont),Perfect match (2)two 315/35/20 Continental Contispt5 (RFT) X5 X6,nan,nan,https://sfbay.craigslist.org/eby/wto/d/perfect-match-2two-continental/6874919938.html,
2019-04-25 18:01, (richmond / point / annex),2004 Volwagen Passat 101 000 miles,nan,nan,https://sfbay.craigslist.org/eby/cto/d/richmond-2004-volwagen-passat-miles/6874927129.html,
2019-04-25 18:01, (richmond / point / annex),2004 Volwagen Passat 101 000 miles,nan,nan,https://sfbay.craigslist.org/eby/cto/d/richmond-2004-volwagen-passat-miles/6874927129.html,
2019-04-25 18:00, (santa cruz),6'8"REBEL THRUSTER,nan,nan,https://sfbay.craigslist.org/scz/spo/d/santa-cruz-68rebel-thruster/6855923264.html,
2019-04-25 18:00, (napa county),Lower basketball hoops that hook on regular size basketball hoops,nan,nan,https://sfbay.craigslist.org/nby/for/d/yountville-lower-basketball-hoops-that/6874924805.html,
2019-04-25 18:00, (santa cruz),GOLF DRIVERS,nan,nan,https://sfbay.craigslist.org/scz/spo/d/golf-drivers/6855924268.html,
2019-04-25 18:00, (fremont / union city / newark),Mirror by La Barge,nan,nan,https://sfbay.craigslist.org/eby/fuo/d/mirror-by-la-barge/6861754694.html,
2019-04-25 18:00, (santa cruz),KILLER BASS RODS,nan,nan,https://sfbay.craigslist.org/scz/spo/d/killer-bass-rods/6855923810.html,
2019-04-25 18:00, (san jose downtown),2007 Tahoe LT,nan,nan,https://sfbay.craigslist.org/sby/cto/d/san-jose-2007-tahoe-lt/6874926874.html,
2019-04-25 18:00, (san jose downtown),2007 Tahoe LT,nan,nan,https://sfbay.craigslist.org/sby/cto/d/san-jose-2007-tahoe-lt/6874926874.html,
2019-04-25 18:00, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6868512483.html,
2019-04-25 18:00, (redwood city),Prius 2010 wheels,nan,nan,https://sfbay.craigslist.org/pen/wto/d/redwood-city-prius-2010-wheels/6871805760.html,
2019-04-25 18:00, (santa cruz),CRATE AND PEAVEY PRACTICE AMP,nan,nan,https://sfbay.craigslist.org/scz/msg/d/crate-and-peavey-practice-amp/6855928013.html,
2019-04-25 18:00, (saratoga),Army Folding Chair Military Grade,nan,nan,https://sfbay.craigslist.org/sby/fuo/d/saratoga-army-folding-chair-military/6874924487.html,
2019-04-25 18:00, (redwood city),jetta mats,nan,nan,https://sfbay.craigslist.org/pen/pts/d/san-carlos-jetta-mats/6871805787.html,
2019-04-25 18:00, (lower haight),FREE COUCH COME AND GET IT,nan,nan,https://sfbay.craigslist.org/sfc/zip/d/san-francisco-free-couch-come-and-get-it/6874924449.html,
2019-04-25 18:00, (San Francisco  CA),2006 Aston Martin V12 Vanquish S Stock# 180616C,nan,nan,https://sfbay.craigslist.org/sfc/ctd/d/san-francisco-2006-aston-martin-v12/6874926612.html,
2019-04-25 18:00, (santa rosa),2015 *BMW 3 Series* Sedan 328i - BMW,nan,nan,https://sfbay.craigslist.org/nby/ctd/d/santa-rosa-2015-bmw-3-series-sedan-328i/6874926663.html,
2019-04-25 18:00, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6868512987.html,
2019-04-25 18:00, (petaluma),Vintage Gumps Soup Tureen,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-vintage-gumps-soup-tureen/6866535118.html,
2019-04-25 18:00, (santa cruz),12 FT ALUMINUM   8 HORSE JHONSON,nan,nan,https://sfbay.craigslist.org/scz/boa/d/santa-cruz-12-ft-aluminum-8-horse/6855948482.html,
2019-04-25 18:00, (sunnyvale),Wanted Metallica pinball machine,nan,nan,https://sfbay.craigslist.org/sby/wan/d/sunnyvale-wanted-metallica-pinball/6874924358.html,
2019-04-25 18:00, (petaluma),Four-footed metal cane,nan,nan,https://sfbay.craigslist.org/nby/hab/d/four-footed-metal-cane/6866535682.html,
2019-04-25 18:00, (san jose north),FREE *curb alert* cart with drawer,nan,nan,https://sfbay.craigslist.org/sby/zip/d/san-jose-free-curb-alert-cart-with/6874923842.html,
2019-04-25 17:59, (campbell),Sony 32" Flat Screen TV KDL-32EX500,nan,nan,https://sfbay.craigslist.org/sby/ele/d/campbell-sony-32-flat-screen-tv-kdl/6874924329.html,
2019-04-25 17:59, (oakland rockridge / claremont),2008 LEXUS is350 37600 miles,nan,nan,https://sfbay.craigslist.org/eby/cto/d/oakland-2008-lexus-is-miles/6874926473.html,
2019-04-25 17:59, (inner sunset / UCSF),The Club 3000 Twin Hooks Steering Wheel Lock,nan,nan,https://sfbay.craigslist.org/sfc/zip/d/san-francisco-the-club-3000-twin-hooks/6874924321.html,
2019-04-25 17:59, (Petaluma),HUTCH,nan,nan,https://sfbay.craigslist.org/eby/fuo/d/petaluma-hutch/6866535876.html,
2019-04-25 17:59, (novato),Like New! Print Scan Copy Fax - Canon Pixma MX922 Printer,nan,nan,https://sfbay.craigslist.org/nby/ele/d/novato-like-new-print-scan-copy-fax/6872320116.html,
2019-04-25 17:59, (petaluma),Chair Slip Covers,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-chair-slip-covers/6866536052.html,
2019-04-25 17:59, (concord / pleasant hill / martinez),window,nan,nan,https://sfbay.craigslist.org/eby/zip/d/martinez-window/6874924266.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6868513404.html,
2019-04-25 17:59, (petaluma),Kenmore Seal and Save,nan,nan,https://sfbay.craigslist.org/nby/for/d/petaluma-kenmore-seal-and-save/6866042935.html,
2019-04-25 17:59, (petaluma),TEA SET,nan,nan,https://sfbay.craigslist.org/nby/clt/d/petaluma-tea-set/6866042523.html,
2019-04-25 17:59, (fremont / union city / newark),Mens Jeans and Dockers W34 L32,nan,nan,https://sfbay.craigslist.org/eby/clo/d/mens-jeans-and-dockers-w34-l32/6874923303.html,
2019-04-25 17:59, (Petaluma),PEONY CHINA EDWIN KNOWLES,nan,nan,https://sfbay.craigslist.org/nby/clt/d/petaluma-peony-china-edwin-knowles/6866042794.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6870214758.html,
2019-04-25 17:59, (petaluma),Vintage Dolls,nan,nan,https://sfbay.craigslist.org/nby/atq/d/petaluma-vintage-dolls/6866042654.html,
2019-04-25 17:59, (San Jose),Huawei Mate 20 X,nan,nan,https://sfbay.craigslist.org/sby/mob/d/san-jose-huawei-mate-20/6869672609.html,
2019-04-25 17:59, (Petaluma),PRINCESS-STYLE CURTAINS,nan,nan,https://sfbay.craigslist.org/sfc/hsh/d/petaluma-princess-style-curtains/6866042160.html,
2019-04-25 17:59, (santa cruz),ONEILL FULL WETSUIT,nan,nan,https://sfbay.craigslist.org/scz/spo/d/santa-cruz-oneill-full-wetsuit/6855924727.html,
2019-04-25 17:59, (Petaluma),HUTCH,nan,nan,https://sfbay.craigslist.org/sfc/fuo/d/petaluma-hutch/6860269780.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6862231279.html,
2019-04-25 17:59, (corte madera),PEMF mat - iMRS 1000 - Pro,nan,nan,https://sfbay.craigslist.org/nby/hab/d/corte-madera-pemf-mat-imrs-pro/6874924034.html,
2019-04-25 17:59, (Petaluma),PRINCESS-STYLE CURTAINS,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-princess-style-curtains/6865843345.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6868513887.html,
2019-04-25 17:59, (Petaluma),PRINCESS-STYLE CURTAINS,nan,nan,https://sfbay.craigslist.org/eby/hsh/d/petaluma-princess-style-curtains/6860269618.html,
2019-04-25 17:59, (vallejo / benicia),IKEA Bar Stool Set  (Set of 3),nan,nan,https://sfbay.craigslist.org/eby/fuo/d/vallejo-ikea-bar-stool-set-set-of-3/6874923949.html,
2019-04-25 17:59, (petaluma),ELSIE THE COW DRINKING GLASS,nan,nan,https://sfbay.craigslist.org/nby/clt/d/petaluma-elsie-the-cow-drinking-glass/6860268280.html,
2019-04-25 17:59, (scotts valley),Wooden Plant Stand/ Side Table,nan,nan,https://sfbay.craigslist.org/scz/grd/d/scotts-valley-wooden-plant-stand-side/6874923936.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6870214369.html,
2019-04-25 17:59, (san jose south),Washer & Dryer,nan,nan,https://sfbay.craigslist.org/sby/app/d/san-jose-washer-dryer/6874923921.html,
2019-04-25 17:59, (inner richmond),Palomas Blancas,nan,nan,https://sfbay.craigslist.org/sfc/grd/d/richmond-palomas-blancas/6874923904.html,
2019-04-25 17:59, (petaluma),MERRY CHRISTMAS BINGO,nan,nan,https://sfbay.craigslist.org/nby/tag/d/petaluma-merry-christmas-bingo/6860267890.html,
2019-04-25 17:59, (vallejo / benicia),NEW- IKEA Rutbo Pendant Lights,nan,nan,https://sfbay.craigslist.org/eby/hsh/d/vallejo-new-ikea-rutbo-pendant-lights/6874923886.html,
2019-04-25 17:59, (petaluma),CUP AND SAUCER,nan,nan,https://sfbay.craigslist.org/nby/clt/d/petaluma-cup-and-saucer/6865843183.html,
2019-04-25 17:59, (hayward / castro valley),Flat cedar type boards for projects,nan,nan,https://sfbay.craigslist.org/eby/clt/d/flat-cedar-type-boards-for-projects/6868515522.html,
2019-04-25 17:59, (sunnyvale),Mens Indian Jones Leather Coat - Execllent Condition,nan,nan,https://sfbay.craigslist.org/sby/clo/d/mens-indian-jones-leather-coat/6874923854.html,
2019-04-25 17:58, (petaluma),FLOWER POT,nan,nan,https://sfbay.craigslist.org/nby/grd/d/petaluma-flower-pot/6865843017.html,
2019-04-25 17:58, (san jose south),Speaker Cables,nan,nan,https://sfbay.craigslist.org/sby/msg/d/san-jose-speaker-cables/6874923802.html,
2019-04-25 17:58, (santa clara),Series 2013 32-Subject  $2 Uncut  Uncirculated Currency Sheet,nan,nan,https://sfbay.craigslist.org/sby/clt/d/santa-clara-series-subject-2-uncut/6874923788.html,
2019-04-25 17:58, (hayward / castro valley),Car Speakers 5"inch Door speakers,nan,nan,https://sfbay.craigslist.org/eby/ele/d/car-speakers-5inch-door-speakers/6868200633.html,
2019-04-25 17:58, (petaluma),STONEWARE DISHES MEADOWBROOK,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-stoneware-dishes-meadowbrook/6865842787.html,
2019-04-25 17:58, (vallejo / benicia),Iron Horse Azure DW-link 90mm suspension frame ready to build up,nan,nan,https://sfbay.craigslist.org/eby/bop/d/benicia-iron-horse-azure-dw-link-90mm/6874912530.html,
2019-04-25 17:58, (Row 2  Lower Box 127),Row 2  Lower Box   2 Great Charter Seats  5/12 Giants vs Reds,nan,nan,https://sfbay.craigslist.org/eby/tix/d/row-2-lower-box-2-great-charter-seats-5/6857199115.html,
2019-04-25 17:58, (fremont / union city / newark),Wii and Wii U Games,nan,nan,https://sfbay.craigslist.org/eby/vgm/d/union-city-wii-and-wii-games/6866363034.html,
2019-04-25 17:58, (petaluma),MERRY CHRISTMAS BINGO,nan,nan,https://sfbay.craigslist.org/nby/for/d/petaluma-merry-christmas-bingo/6860268112.html,
2019-04-25 17:58, (oakland downtown),Mobility/electric/power wheelchair,nan,nan,https://sfbay.craigslist.org/eby/hab/d/oakland-mobility-electric-power/6874923680.html,
2019-04-25 17:58, (santa rosa),2009 harley davidson sportster XL883L,nan,nan,https://sfbay.craigslist.org/nby/mcy/d/santa-rosa-2009-harley-davidson/6871150893.html,
2019-04-25 17:58, (Petaluma),VINTAGE BAVARIAN CHOCOLATE SET,nan,nan,https://sfbay.craigslist.org/eby/atq/d/petaluma-vintage-bavarian-chocolate-set/6865842610.html,
2019-04-25 17:58, (dublin / pleasanton / livermore),*BUGABOO CAMELEON STROLLER* Bundled w/accessories,nan,nan,https://sfbay.craigslist.org/eby/bab/d/livermore-bugaboo-cameleon-stroller/6874923631.html,
2019-04-25 17:58, (Petaluma),VINTAGE BAVARIAN CHOCOLATE SET,nan,nan,https://sfbay.craigslist.org/sfc/atq/d/petaluma-vintage-bavarian-chocolate-set/6865831657.html,
2019-04-25 17:58, (mountain view),NEW!! women's Cover Up,nan,nan,https://sfbay.craigslist.org/pen/clo/d/mountain-view-new-womens-cover-up/6874923607.html,
2019-04-25 17:58, (concord / pleasant hill / martinez),Free wood cabinet and 3 chairs,nan,nan,https://sfbay.craigslist.org/eby/zip/d/martinez-free-wood-cabinet-and-3-chairs/6874923244.html,
2019-04-25 17:58, (Petaluma),VINTAGE BAVARIAN CHOCOLATE SET,nan,nan,https://sfbay.craigslist.org/nby/atq/d/petaluma-vintage-bavarian-chocolate-set/6865831479.html,
2019-04-25 17:58, (concord / pleasant hill / martinez),Pool heater,nan,nan,https://sfbay.craigslist.org/eby/for/d/concord-pool-heater/6874923542.html,
2019-04-25 17:58, (north beach / telegraph hill),Pallet Racking: Uprights  Beams  Wire decking,nan,nan,https://sfbay.craigslist.org/sfc/bfs/d/san-francisco-pallet-racking-uprights/6874923548.html,
2019-04-25 17:58, (petaluma),Mid Century Hutch,nan,nan,https://sfbay.craigslist.org/nby/fuo/d/mid-century-hutch/6865831060.html,
2019-04-25 17:58, (petaluma),Lotus Bowls,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-lotus-bowls/6865510798.html,
2019-04-25 17:58, (oakland hills / mills),Sole E95 Elliptical / Best offer,nan,nan,https://sfbay.craigslist.org/eby/hab/d/oakland-sole-e95-elliptical-best-offer/6874923436.html,
2019-04-25 17:58, (petaluma),Mid-Century Hutch,nan,nan,https://sfbay.craigslist.org/nby/clt/d/mid-century-hutch/6865830883.html,
2019-04-25 17:58, (petaluma),Glass Bowl with Roses,nan,nan,https://sfbay.craigslist.org/nby/for/d/petaluma-glass-bowl-with-roses/6865830675.html,
2019-04-25 17:58, (oakland east),Female German Shepherd,nan,nan,https://sfbay.craigslist.org/eby/zip/d/san-leandro-female-german-shepherd/6874923352.html,
2019-04-25 17:58, (dublin / pleasanton / livermore),Miyata 914,nan,nan,https://sfbay.craigslist.org/eby/bik/d/livermore-miyata-914/6874923349.html,
2019-04-25 17:58, (Petaluma),Ensel Adams Yosemite Range of Lights,nan,nan,https://sfbay.craigslist.org/nby/bks/d/petaluma-ensel-adams-yosemite-range-of/6865511702.html,
2019-04-25 17:58, (santa clara),Brand New Sofa 2 weeks old Mint condition,nan,nan,https://sfbay.craigslist.org/sby/fuo/d/san-jose-brand-new-sofa-2-weeks-old/6874923330.html,
2019-04-25 17:58, (petaluma),Glass Bowl,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-glass-bowl/6865511285.html,
2019-04-25 17:58, (novato),Dining table,nan,nan,https://sfbay.craigslist.org/nby/fuo/d/san-rafael-dining-table/6874923286.html,
2019-04-25 17:58, (petaluma),Decorative Glass Bowls,nan,nan,https://sfbay.craigslist.org/nby/hsh/d/petaluma-decorative-glass-bowls/6865510497.html,
2019-04-25 17:58, (hayward / castro valley),Tampa Bay Buccaneers New Era Hat,nan,nan,https://sfbay.craigslist.org/eby/clo/d/tampa-bay-buccaneers-new-era-hat/6868200533.html,
2019-04-25 17:57, (petaluma),Bell ZZZ Shorty Gloss Blue Flame Helmet,nan,nan,https://sfbay.craigslist.org/nby/mpo/d/petaluma-bell-zzz-shorty-gloss-blue/6865510089.html,
2019-04-25 17:57, (palo alto),High Quality Dance Shoes  Made in Germany  Mens size 8,nan,nan,https://sfbay.craigslist.org/pen/clo/d/palo-alto-high-quality-dance-shoes-made/6874923156.html,
2019-04-25 17:57, (nob hill),Nintendo Switch w/ Case and Pro Controller,nan,nan,https://sfbay.craigslist.org/sfc/vgm/d/san-francisco-nintendo-switch-case-and/6874923119.html,
2019-04-25 17:57, (gilroy),FOX V3 LIMITED EDITION LARGE,nan,nan,https://sfbay.craigslist.org/sby/for/d/gilroy-fox-v3-limited-edition-large/6874923130.html,
2019-04-25 17:57, (fremont / union city / newark),Comfy Sofa Bed/Couch/Full Size Bed,nan,nan,https://sfbay.craigslist.org/eby/fuo/d/fremont-comfy-sofa-bed-couch-full-size/6874923111.html,
2019-04-25 17:57, (novato),LG BLU RAY,nan,nan,https://sfbay.craigslist.org/nby/ele/d/novato-lg-blu-ray/6874923102.html,
2019-04-25 17:57, (watsonville),2014  Street glide special motor,nan,nan,https://sfbay.craigslist.org/scz/mpo/d/watsonville-2014-street-glide-special/6871237308.html,
2019-04-25 17:57, (watsonville),2014  Street glide special motor,nan,nan,https://sfbay.craigslist.org/scz/mpo/d/watsonville-2014-street-glide-special/6871237308.html,
2019-04-25 17:57, (fremont / union city / newark),Size 4 Reversible Gymboree Vest and Mittens,nan,nan,https://sfbay.craigslist.org/eby/bab/d/newark-size-4-reversible-gymboree-vest/6874923033.html,
2019-04-25 17:57, (sebastopol),Real estate signs,nan,nan,https://sfbay.craigslist.org/nby/for/d/el-verano-real-estate-signs/6870830278.html,
2019-04-25 17:57, (sunnyvale),eddie bauer braided belt  size S  brand new,nan,nan,https://sfbay.craigslist.org/sby/clo/d/eddie-bauer-braided-belt-size-brand-new/6874922994.html,
2019-04-25 17:57, (Oakland Airport),2015 Harley-Davidson Sportster XL1200X - Forty-Eight SKU:U01770,nan,nan,https://sfbay.craigslist.org/eby/mcd/d/oakland-2015-harley-davidson-sportster/6874925129.html,
2019-04-25 17:57, (novato),6 leather chairs,nan,nan,https://sfbay.craigslist.org/nby/fuo/d/san-rafael-6-leather-chairs/6874922940.html,
2019-04-25 17:57, (PLEASANTON),VINTAGE REEL-REEL QUADRAPHONIC 4TRAC 71/2 lps,nan,nan,https://sfbay.craigslist.org/eby/emd/d/vintage-reel-reel-quadraphonic-4trac-71/6874905723.html,
2019-04-25 17:57, (hollister),1964 C10 Big Window,nan,nan,https://sfbay.craigslist.org/sby/cto/d/hollister-1964-c10-big-window/6874925091.html,
2019-04-25 17:57, (san jose south),Baby Guinea Pigs,nan,nan,https://sfbay.craigslist.org/sby/for/d/san-jose-baby-guinea-pigs/6874922915.html,
2019-04-25 17:57, (inner sunset / UCSF),8 Miscellaneous Books,nan,nan,https://sfbay.craigslist.org/sfc/bks/d/san-francisco-8-miscellaneous-books/6874922899.html,
2019-04-25 17:57, (San Francisco  CA),1975 Porsche Carrera  Stock# 181103C,nan,nan,https://sfbay.craigslist.org/sfc/ctd/d/san-francisco-1975-porsche-carrera/6874925063.html,
2019-04-25 17:57, (sebastopol),Dr. Scholl  foot massager. Used only once,nan,nan,https://sfbay.craigslist.org/nby/hab/d/inverness-dr-scholl-foot-massager-used/6870830628.html,
2019-04-25 17:57, (sunnyvale),Velbon VE-3 Tripod with 3-way head   62",nan,nan,https://sfbay.craigslist.org/sby/bar/d/velbon-ve-3-tripod-with-3-way-head-62/6874922853.html,
2019-04-25 17:57, (watsonville),2014  Street glide special  Motor,nan,nan,https://sfbay.craigslist.org/scz/mcy/d/watsonville-2014-street-glide-special/6871358069.html,
2019-04-25 17:57, (redwood city),2000 Ford Mustang  62K miles,nan,nan,https://sfbay.craigslist.org/pen/cto/d/redwood-city-2000-ford-mustang-62k-miles/6874925013.html,
2019-04-25 17:57, (fremont / union city / newark),5/6 Snowsuit  Gloves  and 4/5 Holiday Sweaters Lot,nan,nan,https://sfbay.craigslist.org/eby/bab/d/newark-5-6-snowsuit-gloves-and-4-5/6874922797.html,
2019-04-25 17:57, (palo alto),New Apple MacBook Air,nan,nan,https://sfbay.craigslist.org/pen/ele/d/palo-alto-new-apple-macbook-air/6874922790.html,
2019-04-25 17:57, (gilroy),Refriterator,nan,nan,https://sfbay.craigslist.org/sby/app/d/gilroy-refriterator/6867948835.html,
2019-04-25 17:57, (gilroy),Lawn mower - push power,nan,nan,https://sfbay.craigslist.org/sby/grd/d/gilroy-lawn-mower-push-power/6862215796.html,
2019-04-25 17:57, (san jose east),Ford F350 F250 Rear Bumper 2015 OEM,nan,nan,https://sfbay.craigslist.org/sby/pts/d/mount-hamilton-ford-f350-f250-rear/6874922024.html,
2019-04-25 17:57, (sunnyvale),Everlast Weightlift Belt - Size M,nan,nan,https://sfbay.craigslist.org/sby/spo/d/everlast-weightlift-belt-size/6874922712.html,
2019-04-25 17:56, (danville / san ramon),Free outdoor table.,nan,nan,https://sfbay.craigslist.org/eby/zip/d/moraga-free-outdoor-table/6874922631.html,
2019-04-25 17:56, (watsonville),***** Brand New Phone card by  Net 10*****,nan,nan,https://sfbay.craigslist.org/scz/mob/d/freedom-brand-new-phone-card-by-net-10/6874886016.html,
2019-04-25 17:56, (watsonville),***** Brand New Phone card by  Net 10*****,nan,nan,https://sfbay.craigslist.org/scz/mob/d/freedom-brand-new-phone-card-by-net-10/6874886016.html,
